"","Family","Species_name","Genus","F_mass","M_mass","F_tail","M_tail","Clutch_size","Mating_System","Display","Resource"
"297","138","Apalis bamendae","Apalis",NA,NA,36.5,45,NA,NA,NA,NA
"298","138","Apalis binotata","Apalis",8.5,8.2,35,40.5,1.5,NA,NA,"2"
"299","138","Apalis chapini","Apalis",NA,NA,50.6,57.3,NA,NA,NA,"2"
"300","138","Apalis chariessa","Apalis",NA,NA,60.5,77.8,2.5,NA,NA,"2"
"301","138","Apalis chirindensis","Apalis",8.4,8.7,49.6,61.3,NA,NA,NA,"2"
"302","138","Apalis cinerea","Apalis",NA,NA,51.6,60.3,3,NA,NA,"2"
"303","138","Apalis flavida","Apalis",7.9,8.5,44.7,49.3,2.5,NA,"1","2"
"304","138","Apalis goslingi","Apalis",NA,NA,32.5,41.7,NA,NA,NA,"2"
"305","138","Apalis jacksoni","Apalis",8.5,8.8,48.5,58.1,2,NA,NA,"2"
"306","138","Apalis karamojae","Apalis",9,NA,NA,NA,NA,NA,NA,"0"
"307","138","Apalis melanocephala","Apalis",8.4,9,49.5,61.9,2.5,NA,NA,"2"
"308","138","Apalis nigriceps","Apalis",8.3,8.4,39,44.3,NA,NA,NA,"2"
"309","138","Apalis personata","Apalis",10.9,11,42.8,46,NA,NA,NA,"2"
"310","138","Apalis porphyrolaema","Apalis",8,8.8,52.4,59.8,NA,NA,NA,"2"
"311","138","Apalis pulchra","Apalis",7.7,9.1,53.4,58,2,NA,"2","2"
"312","138","Apalis ruddi","Apalis",9.5,9.9,46.8,58,2,NA,"1","2"
"313","138","Apalis rufogularis","Apalis",NA,NA,41.1,48,NA,NA,NA,"2"
"314","138","Apalis ruwenzorii","Apalis",9.7,10,40.6,44.6,2,NA,NA,"1"
"315","138","Apalis sharpii","Apalis",8.3,9.1,42.6,47.5,NA,NA,NA,"2"
"316","138","Apalis thoracica","Apalis",10,11,50.9,52.8,3,NA,NA,NA
"317","28","Apaloderma aequatoriale","Apaloderma",NA,NA,145.5,142.5,2,NA,NA,NA
"318","28","Apaloderma narina","Apaloderma",60.4,61.6,161,158,2.6,NA,NA,NA
"319","28","Apaloderma vittatum","Apaloderma",56.8,53.8,158,157,2.5,NA,NA,NA
"320","116","Aphelocephala leucopsis","Aphelocephala",13.3,13.3,NA,NA,3.5,NA,"3","0"
"321","116","Aphelocephala nigricincta","Aphelocephala",10.1,10.8,38.5,38.5,2.5,NA,"4",NA
"322","116","Aphelocephala pectoralis","Aphelocephala",12,NA,39.6,39.7,2.5,"2","4","0"
"323","123","Aphelocoma californica","Aphelocoma",87.7,98.4,132.1,137.3,4.05,NA,"1","2"
"324","123","Aphelocoma coerulescens","Aphelocoma",74.9,79.3,134.9,139.4,3.27,"2","1","2"
"325","123","Aphelocoma insularis","Aphelocoma",111.2,124.7,146.7,157.2,3.71,NA,NA,NA
"326","123","Aphelocoma ultramarina","Aphelocoma",128.8,131.5,141.8,145.7,4.14,"2","1",NA
"327","74","Aphriza virgata","Aphriza",216.3,186.8,NA,NA,4,NA,"4","0"
"328","129","Aplonis metallica","Aplonis",NA,NA,NA,NA,NA,"2",NA,NA
"329","45","Aprosmictus erythropterus","Aprosmictus",137,134.7,160.8,146.6,5,"2","3","1"
"330","98","Aptenodytes forsteri","Aptenodytes",29500,38200,NA,NA,1,"2","1","0"
"331","98","Aptenodytes patagonicus","Aptenodytes",11500,12800,56,76,1,"2","1","0"
"332","4","Apteryx australis","Apteryx",2535,2208,NA,NA,2,"2",NA,NA
"333","4","Apteryx haastii","Apteryx",3270,2610,NA,NA,1,"2",NA,NA
"334","4","Apteryx owenii","Apteryx",1351,1135,NA,NA,1,"2",NA,NA
"335","46","Apus affinis","Apus",25,24.5,40.9,41.4,2.3,NA,"4",NA
"336","46","Apus alexandri","Apus",NA,NA,58.2,57.5,2,NA,NA,"2"
"337","46","Apus apus","Apus",40.3,39,74.3,75.8,2,"2","3","0"
"338","46","Apus barbatus","Apus",NA,NA,NA,NA,1.5,NA,NA,NA
"339","46","Apus batesi","Apus",NA,NA,64,57.5,2,NA,NA,NA
"340","46","Apus berliozi","Apus",40.1,37.6,66.2,69.1,2,NA,NA,NA
"341","46","Apus bradfieldi","Apus",NA,NA,NA,NA,2,NA,NA,NA
"342","46","Apus caffer","Apus",NA,NA,69.9,70.3,2,NA,"4","0"
"343","46","Apus horus","Apus",26.3,25.5,NA,NA,2.5,NA,NA,NA
"344","46","Apus niansae","Apus",33,32,60.6,61.2,1.9,NA,NA,NA
"345","46","Apus pacificus","Apus",44.7,42.4,78,79.3,NA,NA,NA,NA
"346","46","Apus pallidus","Apus",NA,NA,70,71,2.4,NA,"4","0"
"347","46","Apus unicolor","Apus",NA,NA,69.6,70.3,2,NA,"4","0"
"348","83","Aquila audax","Aquila",3810,3130,NA,NA,2,"2","4","1"
"349","83","Aquila chrysaetos","Aquila",5194,3572,341,311,2,"2","4","1"
"350","83","Aquila clanga","Aquila",2108,1725.6,255,240,2,NA,"4","0"
"351","83","Aquila heliaca","Aquila",3901,2623,297,276,2.5,NA,"4","1"
"352","83","Aquila nipalensis","Aquila",2987,2459,NA,NA,NA,NA,NA,NA
"353","83","Aquila pomarina","Aquila",1693.3,1257.5,232,222,2,NA,"5","1"
"354","83","Aquila rapax","Aquila",2155,1837.2,269,250,2,NA,"5","0"
"355","83","Aquila verreauxii","Aquila",4642,3730,301.3,274.5,2,NA,"4","1"
"356","83","Aquila wahlbergi","Aquila",NA,NA,242.5,222.5,1,NA,NA,NA
"357","64","Aramus guarauna","Aramus",1080,1240,NA,NA,5.5,"2","1","2"
"358","140","Arcanator orostruthus","Arcanator",32,30,NA,NA,NA,NA,NA,NA
"359","48","Archilochus alexandri","Archilochus",3.6,3.3,26.7,25.8,2,NA,"5",NA
"360","48","Archilochus colubris","Archilochus",3.8,3.4,26.2,27.6,2,"4","5","1"
"361","91","Ardea cinerea","Ardea",1361,1505,166,174,4.11,NA,NA,NA
"362","91","Ardea goliath","Ardea",NA,4327.5,NA,NA,2.5,NA,NA,NA
"363","91","Ardea herodias","Ardea",2110,2480,NA,NA,3.55,"2",NA,NA
"364","91","Ardea melanocephala","Ardea",1107.5,1058.3,NA,NA,2.78,NA,NA,NA
"365","91","Ardea pacifica","Ardea",NA,NA,153.9,161.9,3.2,"2","3","1"
"366","91","Ardea picata","Ardea",NA,NA,80.4,85.2,3,NA,"1","1"
"367","91","Ardea picata","Ardea",234,264,NA,NA,NA,NA,NA,NA
"368","91","Ardea purpurea","Ardea",830,917.5,119,125,4.7,NA,NA,NA
"369","91","Ardea sumatrana","Ardea",2024,NA,NA,173.5,NA,"2","1","1"
"370","91","Ardeola idae","Ardeola",NA,NA,NA,NA,NA,NA,NA,NA
"371","91","Ardeola ralloides","Ardeola",291,285,73.4,81.1,5,NA,"3","0"
"372","91","Ardeola rufiventris","Ardeola",NA,NA,NA,NA,2.38,NA,NA,NA
"373","62","Ardeotis arabs","Ardeotis",NA,NA,281,315,2,NA,"1","1"
"374","62","Ardeotis australis","Ardeotis",NA,NA,219,243,1.71,NA,"1","0"
"375","62","Ardeotis kori","Ardeotis",5890,10870,312,378,1.5,NA,NA,NA
"376","62","Ardeotis nigriceps","Ardeotis",2800,NA,NA,NA,NA,NA,NA,NA
"377","74","Arenaria interpres","Arenaria",113,108,57.1,55.7,4,"2","3","1"
"378","74","Arenaria melanocephala","Arenaria",124.2,113.6,NA,61.8,4,NA,"3","1"
"379","146","Arremonops rufivirgatus","Arremonops",21.7,23.2,60.1,66,3.5,NA,NA,"2"
"380","123","Arses telescophthalmus","Arses",NA,NA,NA,NA,NA,"2",NA,NA
"381","123","Artamus cinereus","Artamus",NA,NA,NA,NA,NA,"2",NA,NA
"382","123","Artamus cyanopterus","Artamus",NA,NA,NA,NA,NA,"2",NA,NA
"383","123","Artamus leucorynchus","Artamus",NA,NA,NA,NA,NA,"2",NA,NA
"384","123","Artamus maximus","Artamus",NA,NA,NA,NA,NA,"2",NA,NA
"385","123","Artamus minor","Artamus",NA,NA,NA,NA,NA,"2",NA,NA
"386","115","Ashbyia lovensis","Ashbyia",17.1,17.9,NA,NA,3,NA,"4","1"
"387","51","Asio capensis","Asio",330,340,156,152,2.5,NA,"4","1"
"388","51","Asio flammeus","Asio",312,278,148,143,5.6,"2","5","1"
"389","51","Asio otus","Asio",278,233,142,137,3,"2","4","0"
"390","123","Astrapia splendidissima","Astrapia",NA,NA,NA,NA,NA,"5",NA,NA
"391","123","Astrapia stephaniae","Astrapia",NA,NA,NA,NA,NA,"5",NA,NA
"392","83","Asturina nitida","Asturina",554,465,NA,NA,NA,"2",NA,NA
"393","51","Athene noctua","Athene",176,160,80,80,4,NA,"1","2"
"394","146","Atlapetes albinucha","Atlapetes",NA,NA,NA,NA,NA,"2",NA,NA
"395","146","Atlapetes brunneinucha","Atlapetes",NA,NA,NA,NA,NA,"2",NA,NA
"396","146","Atlapetes pileatus","Atlapetes",NA,NA,NA,NA,NA,"2",NA,NA
"397","112","Atrichornis clamosus","Atrichornis",34.3,51.8,86,103.7,1,NA,"1","1"
"398","112","Atrichornis rufescens","Atrichornis",NA,NA,64.8,70.7,2,NA,"1","1"
"399","72","Attagis gayi","Attagis",NA,311,NA,NA,NA,"2",NA,NA
"400","48","Augastes geoffroyi","Augastes",3.5,4,NA,NA,NA,NA,NA,NA
"401","20","Aulacorhynchus prasinus","Aulacorhynchus",170,180,NA,NA,NA,"2",NA,NA
"402","131","Auriparus flaviceps","Auriparus",NA,NA,48,48.4,3.33,"2",NA,"1"
"403","83","Aviceda cuculoides","Aviceda",NA,NA,NA,NA,2,NA,NA,NA
"404","83","Aviceda subcristata","Aviceda",347,307,211,198,2.5,"2","5","1"
"405","14","Aythya affinis","Aythya",748,825,52.3,52.3,9.91,"2",NA,NA
"406","14","Aythya americana","Aythya",990,1100,NA,NA,NA,NA,NA,NA
"407","14","Aythya australis","Aythya",838,902,NA,NA,11,NA,"1","0"
"408","14","Aythya baeri","Aythya",680,880,NA,NA,NA,NA,NA,NA
"409","14","Aythya collaris","Aythya",671,744,NA,NA,8.84,"2","1","0"
"410","14","Aythya ferina","Aythya",807,849,53,54.2,8.54,NA,NA,NA
"411","14","Aythya fuligula","Aythya",680,723,52.7,53.7,9.5,NA,NA,NA
"412","14","Aythya marila","Aythya",975,1052,55.7,56.3,9.5,"2","1","0"
"413","14","Aythya novaeseelandiae","Aythya",687,677,57.2,56.2,7.39,"2","1","0"
"414","14","Aythya nyroca","Aythya",520,583,52.7,54,9,NA,NA,NA
"415","14","Aythya valisineria","Aythya",1156,1252,57.9,57.1,8.1,"2",NA,NA
"416","136","Baeopogon clamans","Baeopogon",NA,NA,NA,NA,NA,NA,NA,NA
"417","136","Baeopogon indicator","Baeopogon",43.9,47.8,NA,NA,NA,NA,NA,NA
"418","63","Balearica pavonina","Balearica",NA,NA,NA,NA,2.5,NA,NA,NA
"419","63","Balearica regulorum","Balearica",3772.5,NA,NA,NA,2.52,NA,NA,NA
"420","74","Bartramia longicauda","Bartramia",157,144,81,79.8,3.99,NA,"3","0"
"421","32","Baryphthengus martii","Baryphthengus",155.7,159.2,NA,NA,NA,"2",NA,NA
"422","146","Basileuterus belli","Basileuterus",NA,NA,NA,NA,NA,"2",NA,NA
"423","146","Basileuterus bivittatus","Basileuterus",NA,NA,NA,NA,NA,"2",NA,NA
"424","146","Basileuterus coronatus","Basileuterus",NA,NA,NA,NA,NA,"2",NA,NA
"425","146","Basileuterus melanogenys","Basileuterus",NA,NA,NA,NA,NA,"2",NA,NA
"426","146","Basileuterus rufifrons","Basileuterus",NA,NA,NA,NA,NA,"2",NA,NA
"427","146","Basileuterus rufifrons delatri","Basileuterus",NA,NA,NA,NA,NA,"2",NA,NA
"428","140","Bathmocercus cerviniventris","Bathmocercus",NA,NA,NA,NA,NA,NA,NA,"2"
"429","140","Bathmocercus rufus","Bathmocercus",14.3,16.6,49,53.5,2,NA,NA,"2"
"430","123","Batis capensis","Batis",11.5,11.8,44.3,45.1,2.1,NA,"4","2"
"431","123","Batis diops","Batis",12.4,12.8,41.6,40.9,NA,NA,NA,"1"
"432","123","Batis fratrum","Batis",11.7,12.2,33.2,34.8,2.4,NA,NA,"1"
"433","123","Batis ituriensis","Batis",NA,NA,30.2,30.5,NA,NA,NA,"2"
"434","123","Batis margaritae","Batis",14.1,12.3,41.5,42.7,NA,NA,NA,NA
"435","123","Batis minima","Batis",NA,NA,31.8,32.1,NA,NA,NA,"2"
"436","123","Batis minor","Batis",NA,NA,44.1,44.2,2,NA,NA,"1"
"437","123","Batis minulla","Batis",NA,NA,38,38,2,NA,NA,NA
"438","123","Batis mixta","Batis",9.4,8.8,35,35.6,NA,NA,NA,"1"
"439","123","Batis molitor","Batis",7.8,9.6,46.7,46.9,2,NA,"3","2"
"440","123","Batis orientalis","Batis",9.5,9,40,40.4,2.5,NA,NA,"1"
"441","123","Batis perkeo","Batis",7.7,6.2,32.7,33.9,NA,NA,NA,"2"
"442","123","Batis poensis","Batis",8.9,9.1,29.8,30.1,NA,NA,NA,"2"
"443","123","Batis pririt","Batis",9.7,9.7,44.1,44.7,2,NA,"1","1"
"444","123","Batis senegalensis","Batis",9.2,9.3,40.9,42.3,2,NA,NA,"2"
"445","123","Batis soror","Batis",9.5,9.6,35.8,36.4,2,NA,"4","1"
"446","123","Bias flammulatus","Bias",25.7,27.6,NA,NA,NA,NA,NA,NA
"447","123","Bias musicus","Bias",21.3,22.1,49.7,49.3,2,NA,"5","1"
"448","14","Biziura lobata","Biziura",1551,2398,103.2,113.5,2.8,"5","1","1"
"449","136","Bleda canicapilla","Bleda",37.9,42.7,NA,NA,NA,NA,NA,NA
"450","136","Bleda eximia","Bleda",36,42.4,NA,NA,NA,NA,NA,NA
"451","136","Bleda syndactyla","Bleda",47,45.3,NA,NA,NA,NA,NA,NA
"452","48","Boissonneaua flavescens","Boissonneaua",8.6,8.7,NA,NA,NA,NA,NA,NA
"453","48","Boissonneaua matthewsii","Boissonneaua",6.8,7.8,NA,NA,NA,NA,NA,NA
"454","126","Bombycilla cedrorum","Bombycilla",33.9,30.8,52.4,52.7,4.12,"2","1","0"
"455","126","Bombycilla garrulus","Bombycilla",46,55,57.4,57.8,4.5,"2","1","0"
"456","8","Bonasa bonasia","Bonasa",370,369,NA,NA,9,NA,"2","1"
"457","8","Bonasa umbellus","Bonasa",472,585,147.5,184,11.03,"5",NA,NA
"458","94","Bostrychia hagedash","Bostrychia",NA,NA,NA,NA,2.71,NA,NA,NA
"459","91","Botaurus lentiginosus","Botaurus",NA,372,NA,NA,3.75,NA,"1",NA
"460","91","Botaurus poiciloptilus","Botaurus",867.7,1353,111.6,123.6,4.5,NA,"4","1"
"461","91","Botaurus stellaris","Botaurus",2017,2906,104,117,5,NA,NA,NA
"462","145","Brachycope anomala","Brachycope",NA,25.3,28.9,30,3,NA,NA,NA
"463","82","Brachyramphus marmoratus","Brachyramphus",222.7,217,30.5,31.3,1,NA,"1",NA
"464","128","Bradornis infuscatus","Bradornis",NA,39,NA,NA,NA,NA,NA,NA
"465","128","Bradornis mariquensis","Bradornis",26.1,24.3,NA,NA,NA,NA,NA,NA
"466","128","Bradornis microrhynchus","Bradornis",18.5,19.5,NA,NA,NA,NA,NA,NA
"467","128","Bradornis pallidus","Bradornis",23.4,23.8,NA,NA,NA,NA,NA,NA
"468","140","Bradypterus alfredi","Bradypterus",NA,NA,54.3,49,NA,NA,NA,NA
"469","140","Bradypterus baboecala","Bradypterus",NA,NA,62.5,63.6,2.4,NA,"4","1"
"470","140","Bradypterus barratti","Bradypterus",NA,NA,NA,NA,2,NA,NA,"1"
"471","140","Bradypterus carpalis","Bradypterus",21.3,23.5,70,73.8,NA,NA,"3",NA
"472","140","Bradypterus cinnamomeus","Bradypterus",17,17.8,60.5,62.1,2.5,NA,NA,"1"
"473","140","Bradypterus grandis","Bradypterus",NA,NA,NA,75,NA,NA,"4","2"
"474","140","Bradypterus graueri","Bradypterus",16.7,17.3,67.4,72.9,NA,NA,"1","2"
"475","140","Bradypterus lopezi","Bradypterus",NA,NA,56.6,57,2.5,NA,NA,"1"
"476","140","Bradypterus sylvaticus","Bradypterus",NA,NA,NA,NA,2.5,NA,NA,"1"
"477","140","Bradypterus victorini","Bradypterus",NA,NA,NA,NA,2.5,NA,NA,"1"
"478","14","Branta bernicla","Branta",1230,1370,90.8,94.6,4,"2",NA,"1"
"479","14","Branta canadensis","Branta",3314,3814,148,150,5,"2",NA,"0"
"480","14","Branta leucopsis","Branta",1586,1788,119,126,NA,"2",NA,NA
"481","14","Branta ruficollis","Branta",1094,1375,102,109,NA,NA,NA,NA
"482","14","Branta sandvicensis","Branta",1930,2010,NA,NA,3.13,"2",NA,NA
"483","45","Brotogeris chiriri","Brotogeris",64.2,59.8,101.6,100.7,5.5,NA,NA,"0"
"484","45","Brotogeris cyanoptera","Brotogeris",59.5,73.4,NA,NA,NA,"2",NA,NA
"485","45","Brotogeris versicolurus","Brotogeris",68.6,74.6,88.2,88.5,5,NA,NA,NA
"486","145","Bubalornis albirostris","Bubalornis",NA,71,91.4,107,3.5,NA,"2","0"
"487","145","Bubalornis niger","Bubalornis",NA,79,97.5,103,3.3,NA,"1","0"
"488","51","Bubo africanus","Bubo",NA,NA,199,196,2.5,NA,NA,NA
"489","51","Bubo bubo","Bubo",2992,2380,217,196,2,"2","3","2"
"490","51","Bubo capensis","Bubo",1347,929,211,204,2.1,NA,NA,NA
"491","51","Bubo lacteus","Bubo",2625,1704,254,244,2,NA,NA,NA
"492","51","Bubo leucostictus","Bubo",555.3,511,206,205,NA,NA,NA,NA
"493","51","Bubo poensis","Bubo",746,575,170,163,NA,NA,NA,NA
"494","51","Bubo shelleyi","Bubo",NA,1257,253,240,NA,NA,NA,NA
"495","51","Bubo virginianus","Bubo",1706,1304,226,210,2.55,NA,"1","2"
"496","91","Bubulcus ibis","Bubulcus",304,311,86,87.5,4.5,"2","3","0"
"497","19","Buccanodon duchaillui","Buccanodon",41.5,42.1,43.6,43.9,NA,NA,NA,NA
"498","14","Bucephala albeola","Bucephala",367,481,74.5,67.5,NA,"2",NA,NA
"499","14","Bucephala clangula","Bucephala",800,1000,77.5,84.6,9.3,NA,NA,NA
"500","14","Bucephala islandica","Bucephala",730,1090,85,88.9,9.5,NA,NA,NA
"501","24","Bucorvus abyssinicus","Bucorvus",NA,4000,318,348,1.5,NA,NA,NA
"502","24","Bucorvus leadbeateri","Bucorvus",3324,4358,NA,NA,NA,NA,NA,NA
"503","100","Bulweria bulwerii","Bulweria",99.9,107.1,21.2,21.6,1,NA,"1",NA
"504","129","Buphagus africanus","Buphagus",62,58.5,93,93,2.5,NA,NA,"0"
"505","129","Buphagus erythrorhynchus","Buphagus",50.5,51,96.4,96.8,2.7,NA,"1","0"
"506","79","Burhinus bistriatus","Burhinus",NA,NA,NA,NA,NA,NA,NA,NA
"507","79","Burhinus capensis","Burhinus",440.5,NA,NA,NA,2,NA,NA,NA
"508","79","Burhinus giganteus","Burhinus",NA,NA,NA,NA,NA,NA,NA,NA
"509","79","Burhinus grallarius","Burhinus",625.3,671.5,NA,NA,1.86,"2","4","2"
"510","79","Burhinus oedicnemus","Burhinus",449,475,118,121,1.9,NA,NA,NA
"511","79","Burhinus recurvirostris","Burhinus",NA,NA,NA,NA,NA,NA,NA,NA
"512","79","Burhinus senegalensis","Burhinus",NA,NA,110,114,2,NA,NA,NA
"513","79","Burhinus vermiculatus","Burhinus",314.3,297,NA,NA,2,NA,NA,NA
"514","83","Butastur rufipennis","Butastur",344,326,177,167.5,2,NA,NA,NA
"515","83","Buteo augur","Buteo",760,580,NA,NA,NA,NA,NA,NA
"516","83","Buteo buteo","Buteo",966.5,790,215,208,3,"2","5","2"
"517","83","Buteo jamaicensis","Buteo",1224,1028,230.1,215.4,2.24,"2","5","1"
"518","83","Buteo lagopus","Buteo",1027,824.6,226,211,3.5,"2","4","1"
"519","83","Buteo lineatus","Buteo",701,550,NA,NA,3.12,NA,"5",NA
"520","83","Buteo magnirostris","Buteo",360.7,290,NA,NA,NA,"2",NA,NA
"521","83","Buteo oreophilus","Buteo",NA,NA,188,178.5,2,NA,NA,NA
"522","83","Buteo platypterus","Buteo",440,357,171,159,2.39,"2","5",NA
"523","83","Buteo poecilochrous","Buteo",1141,873,NA,NA,NA,NA,NA,NA
"524","83","Buteo regalis","Buteo",1776,1163,NA,NA,3.75,NA,"5","1"
"525","83","Buteo rufinus","Buteo",1314,1035,241,227,3.5,NA,"4","1"
"526","83","Buteo rufofuscus","Buteo",NA,NA,NA,NA,1.99,NA,NA,NA
"527","83","Buteo swainsoni","Buteo",1109,808,214.6,204.6,2.44,NA,"5","0"
"528","83","Buteogallus aequinoctialis","Buteogallus",796,595,NA,NA,NA,NA,NA,NA
"529","83","Buteogallus anthracinus","Buteogallus",1199,793,222.3,206.4,1.8,NA,"4","1"
"530","83","Buteogallus meridionalis","Buteogallus",845.8,764,NA,NA,NA,NA,NA,NA
"531","146","Buthraupis montana","Buthraupis",101,102,NA,NA,NA,"2",NA,NA
"532","91","Butorides striatus","Butorides",NA,NA,NA,NA,3,NA,"3","1"
"533","91","Butorides virescens","Butorides",NA,NA,65.5,66.5,4,NA,"4","0"
"534","45","Cacatua galerita","Cacatua",764.5,815,174.5,179,2.5,"2","1","1"
"535","45","Cacatua leadbeateri","Cacatua",392,424,142.3,141.6,3.29,"2",NA,"0"
"536","45","Cacatua pastinator","Cacatua",551.3,610,151.4,157,2.61,"2","1","1"
"537","45","Cacatua sanguinea","Cacatua",487.8,562.2,141.2,148.9,2.6,"2","1","0"
"538","45","Cacatua tenuirostris","Cacatua",546,588,123.8,125,2.9,"2","1","0"
"539","146","Cacicus cela","Cacicus",70.5,104.6,NA,NA,NA,"4",NA,NA
"540","39","Cacomantis castaneiventris","Cacomantis",32,30,NA,NA,NA,NA,"3",NA
"541","39","Cacomantis flabelliformis","Cacomantis",49.9,49.8,135.4,140.5,1,NA,"3",NA
"542","39","Cacomantis variolosus","Cacomantis",32.1,33.7,NA,NA,1,NA,"4",NA
"543","14","Cairina moschata","Cairina",1250,3000,NA,NA,NA,"4",NA,NA
"544","14","Cairina scutulata","Cairina",2600,3400,NA,NA,NA,NA,NA,NA
"545","116","Calamanthus campestris","Calamanthus",11.7,13.6,45,46.2,3,"2","1","2"
"546","116","Calamanthus fuliginosus","Calamanthus",21.7,22.4,53.1,55,3,NA,"1","2"
"547","138","Calamonastes fasciolatus","Calamonastes",NA,NA,47.3,52,2.64,NA,NA,"1"
"548","138","Calamonastes simplex","Calamonastes",NA,NA,53.2,53,3.5,NA,NA,"2"
"549","146","Calamospiza melanocorys","Calamospiza",35.9,36.1,66,68.8,3.72,"3","4","1"
"550","141","Calandrella brachydactyla","Calandrella",22.7,21.8,53.9,56.9,3.51,NA,NA,NA
"551","141","Calandrella cinerea","Calandrella",23.1,24.1,NA,NA,NA,"2",NA,NA
"552","141","Calandrella rufescens","Calandrella",23.2,24.4,47.6,51.7,3.53,NA,NA,NA
"553","141","Calandrella somalica","Calandrella",NA,NA,NA,NA,NA,NA,NA,NA
"554","146","Calcarius lapponicus","Calcarius",22.9,24.4,58.6,62.5,4.91,"3","5","1"
"555","146","Calcarius mccownii","Calcarius",25,25.4,48.3,53.8,3.38,"2","3","1"
"556","146","Calcarius ornatus","Calcarius",20.1,19.8,52.4,56.8,4.07,"2","1",NA
"557","146","Calcarius pictus","Calcarius",24.3,28.5,58.8,63.7,3.94,"2",NA,NA
"558","74","Calidris acuminata","Calidris",63.5,70.3,51.9,55.7,NA,"4",NA,NA
"559","74","Calidris alba","Calidris",55.4,52.8,50.2,49.2,3.93,"1","4",NA
"560","74","Calidris alpina","Calidris",45.1,41,51.7,81.2,4,"2","4","1"
"561","74","Calidris bairdii","Calidris",39.7,39.3,53,53.3,4,"2","4",NA
"562","74","Calidris canutus","Calidris",148,126,57,58.5,3.87,"2","1",NA
"563","74","Calidris ferruginea","Calidris",63.3,63.2,47.8,47,NA,NA,NA,NA
"564","74","Calidris fuscicollis","Calidris",45.8,39.7,50.9,51,3.98,"4","3",NA
"565","74","Calidris maritima","Calidris",76.3,67.6,58,56.2,3.87,"2","3","1"
"566","74","Calidris mauri","Calidris",31,28,42,41,4,"2","3","0"
"567","74","Calidris melanotos","Calidris",65.1,97.8,55.3,62.4,3.95,"5","1","1"
"568","74","Calidris minuta","Calidris",27.1,24,40.2,39.3,3.84,"1",NA,NA
"569","74","Calidris minutilla","Calidris",22.2,20.3,37.4,37.9,4,"2","4","0"
"570","74","Calidris ptilocnemis","Calidris",83,76.3,NA,NA,3.9,"2","4","0"
"571","74","Calidris pusilla","Calidris",27,25,39.3,40.6,4,"2","3","0"
"572","74","Calidris ruficollis","Calidris",26.6,25.7,46,45.5,NA,"2",NA,NA
"573","74","Calidris subminuta","Calidris",32,29,38.3,37.5,NA,NA,NA,NA
"574","74","Calidris temminckii","Calidris",27.8,24.3,47.1,46.2,3.98,"1","3","0"
"575","74","Calidris tenuirostris","Calidris",174,156,65.8,64.3,NA,NA,NA,NA
"576","10","Callipepla californica","Callipepla",162,186.4,NA,NA,NA,"2",NA,NA
"577","10","Callipepla gambelii","Callipepla",167.4,171.1,NA,NA,NA,"2",NA,NA
"578","10","Callipepla squamata","Callipepla",177,191,NA,NA,NA,"2",NA,NA
"579","48","Calliphlox amethystina","Calliphlox",3,3,NA,NA,NA,NA,NA,NA
"580","45","Callocephalon fimbriatum","Callocephalon",258.5,254.8,NA,NA,2,"2","1","1"
"581","14","Callonetta leucophrys","Callonetta",321,423,NA,NA,NA,NA,NA,NA
"582","100","Calonectris diomedea","Calonectris",817.3,955.6,136,141.5,1,NA,"1","0"
"583","48","Calothorax lucifer","Calothorax",3.5,3.2,24.7,28.6,2,NA,"5","1"
"584","48","Calothorax pulcher","Calothorax",2.8,2.2,NA,NA,NA,NA,NA,NA
"585","48","Calypte anna","Calypte",4,4.5,27.3,31.6,1.99,"5","3","1"
"586","48","Calypte costae","Calypte",3.3,3,23.3,22.7,2,NA,"5","1"
"587","136","Calyptocichla serina","Calyptocichla",37.7,39.8,NA,NA,NA,NA,NA,NA
"588","45","Calyptorhynchus banksii","Calyptorhynchus",738.6,740.9,298.8,289.2,1,"2","2","0"
"589","45","Calyptorhynchus baudinii","Calyptorhynchus",655,630.7,271,269,1.5,NA,NA,NA
"590","45","Calyptorhynchus funereus","Calyptorhynchus",800,731,336.8,333.5,2,"2","1","0"
"591","45","Calyptorhynchus lathami","Calyptorhynchus",405.4,462.5,224.3,222.2,1,"2","1","0"
"592","45","Calyptorhynchus latirostris","Calyptorhynchus",612,649.7,267.7,263.1,1.5,"2","1","1"
"593","138","Camaroptera brachyura","Camaroptera",NA,NA,32,34.3,2.74,NA,"2","2"
"594","138","Camaroptera chloronota","Camaroptera",9.8,11.5,18.6,22,2,NA,NA,"2"
"595","138","Camaroptera superciliaris","Camaroptera",8.3,9.2,25.8,25.7,3,NA,NA,"2"
"596","123","Campephaga flava","Campephaga",30.9,32.3,NA,NA,NA,NA,NA,NA
"597","123","Campephaga lobata","Campephaga",NA,NA,NA,NA,NA,NA,NA,NA
"598","123","Campephaga oriolina","Campephaga",NA,NA,NA,NA,NA,NA,NA,NA
"599","123","Campephaga petiti","Campephaga",NA,32,NA,NA,NA,NA,NA,NA
"600","123","Campephaga phoenicea","Campephaga",27.2,27,NA,NA,NA,NA,NA,NA
"601","123","Campephaga quiscalina","Campephaga",38.3,39.7,NA,NA,NA,NA,NA,NA
"602","17","Campephilus principalis","Campephilus",NA,NA,155.7,152,2.9,NA,"1","0"
"603","17","Campethera abingoni","Campethera",70,67,65.5,64,2.5,NA,NA,NA
