"","Family","Species_name","Genus","F_mass","M_mass","F_tail","M_tail","Clutch_size","Mating_System","Display","Resource"
"1721","137","Hypocolius ampelinus","Hypocolius",51.3,48,103.7,110.5,4.12,NA,NA,NA
"1722","80","Ibidorhyncha struthersii","Ibidorhyncha",NA,NA,NA,NA,NA,NA,NA,NA
"1723","146","Icteria virens","Icteria",24.8,25.4,72.7,75.5,3.68,"2",NA,NA
"1724","146","Icterus cucullatus","Icterus",NA,NA,87.8,92.9,3.67,NA,NA,NA
"1725","146","Icterus galbula","Icterus",35.2,36.3,70.1,71.7,4.67,"2",NA,NA
"1726","146","Icterus galbula bullockii","Icterus",37.8,37.9,NA,NA,NA,"2",NA,NA
"1727","146","Icterus graduacauda","Icterus",41.4,42.5,94,99.3,4,NA,NA,NA
"1728","146","Icterus gularis","Icterus",51.5,59.1,104.9,107.4,4.38,NA,NA,NA
"1729","146","Icterus leucopteryx","Icterus",NA,NA,NA,NA,NA,NA,NA,NA
"1730","146","Icterus parisorum","Icterus",35.1,36.3,NA,NA,3.5,"2",NA,NA
"1731","146","Icterus pectoralis","Icterus",NA,NA,NA,NA,NA,"2",NA,NA
"1732","146","Icterus spurius","Icterus",19.4,20.7,65.3,68.9,3.91,"2",NA,NA
"1733","83","Ictinia mississippiensis","Ictinia",311,245,163,157.1,2,NA,NA,NA
"1734","83","Ictinia plumbea","Ictinia",255,239,NA,NA,NA,NA,NA,NA
"1735","140","Illadopsis abyssinica","Illadopsis",18.7,18.8,NA,NA,NA,NA,NA,NA
"1736","140","Illadopsis albipectus","Illadopsis",32.3,35.2,52.5,58.1,2,NA,NA,"1"
"1737","140","Illadopsis cleaveri","Illadopsis",26.4,26.5,56.2,59.8,2,NA,"1","2"
"1738","140","Illadopsis fulvescens","Illadopsis",NA,NA,60.6,67.5,2,NA,NA,"0"
"1739","140","Illadopsis puveli","Illadopsis",39,43,65,73.5,NA,NA,NA,"1"
"1740","140","Illadopsis pyrrhoptera","Illadopsis",22.1,24.8,53.6,55.7,2,NA,NA,"0"
"1741","140","Illadopsis rufescens","Illadopsis",35,35,63.6,70.1,NA,NA,NA,NA
"1742","140","Illadopsis rufipennis","Illadopsis",20,19.7,52.7,56.6,2,NA,NA,"2"
"1743","16","Indicator conirostris","Indicator",31.6,29,53.3,57.3,NA,NA,NA,NA
"1744","16","Indicator exilis","Indicator",17.8,18.8,42.7,46.8,NA,NA,NA,NA
"1745","16","Indicator indicator","Indicator",46.8,48.9,68,73.6,4,NA,NA,NA
"1746","16","Indicator maculatus","Indicator",46.4,50.6,60.8,66.2,2,NA,NA,NA
"1747","16","Indicator meliphilus","Indicator",11.8,16,45.9,47.9,NA,NA,NA,NA
"1748","16","Indicator minor","Indicator",25.6,27.5,53.1,56.7,NA,NA,NA,NA
"1749","16","Indicator pumilio","Indicator",12.8,14.3,42.3,48.9,NA,NA,NA,NA
"1750","16","Indicator variegatus","Indicator",47.8,48.5,66.8,69.9,2,NA,NA,NA
"1751","16","Indicator willcocksi","Indicator",16,20,41.3,49.3,NA,NA,NA,NA
"1752","128","Irania gutturalis","Irania",24.3,24.5,68.9,70.2,4,NA,"3","1"
"1753","76","Irediparra gallinacea","Irediparra",143,84,41.2,36.1,4,"1",NA,"0"
"1754","34","Ispidina lecontei","Ispidina",10.6,10,NA,NA,NA,NA,NA,NA
"1755","34","Ispidina picta","Ispidina",NA,NA,NA,NA,NA,NA,NA,NA
"1756","91","Ixobrychus exilis","Ixobrychus",82.7,78.2,40.1,41.8,4.48,"2",NA,NA
"1757","91","Ixobrychus minutus","Ixobrychus",146,149,49.3,49.6,5.5,NA,"1","1"
"1758","91","Ixobrychus sturmii","Ixobrychus",NA,NA,NA,NA,3.25,NA,NA,NA
"1759","136","Ixonotus guttatus","Ixonotus",36,35.2,NA,NA,NA,NA,NA,NA
"1760","76","Jacana jacana","Jacana",142.8,108.3,NA,NA,NA,NA,NA,NA
"1761","76","Jacana spinosa","Jacana",145.4,86.9,45.5,40.5,3.91,"1",NA,NA
"1762","51","Jubula lettii","Jubula",183,NA,164,164,NA,NA,NA,NA
"1763","146","Junco hyemalis","Junco",19.2,18.9,65.6,68.1,4,"2",NA,NA
"1764","146","Junco phaeonotus","Junco",NA,NA,74,72.7,3.54,NA,NA,NA
"1765","17","Jynx ruficollis","Jynx",50.3,54.1,71.6,71.2,3.1,NA,"1","2"
"1766","17","Jynx torquilla","Jynx",35.9,38.8,56.2,58.5,7.5,"2","1","1"
"1767","140","Kakamega poliothorax","Kakamega",NA,35,69.7,73.3,NA,NA,NA,"1"
"1768","83","Kaupifalco monogrammicus","Kaupifalco",310,241,148,133,1.95,NA,NA,NA
"1769","48","Klais guimeti","Klais",2.3,2.5,NA,NA,NA,NA,NA,NA
"1770","140","Kupeornis gilberti","Kupeornis",NA,NA,73.3,72.1,NA,NA,NA,"0"
"1771","140","Kupeornis rufocinctus","Kupeornis",NA,NA,82.8,81,NA,NA,NA,"0"
"1772","48","Lafresnaya lafresnayi","Lafresnaya",4.9,4.9,NA,NA,NA,NA,NA,NA
"1773","145","Lagonosticta larvata","Lagonosticta",9.4,10.4,40.7,41.2,3.5,NA,"1","1"
"1774","145","Lagonosticta nitidula","Lagonosticta",10.3,10,41.2,42.2,4,NA,"2","0"
"1775","145","Lagonosticta rara","Lagonosticta",9.7,9.6,39.7,40.9,3.5,NA,"3","1"
"1776","145","Lagonosticta rhodopareia","Lagonosticta",9.3,9.3,39.7,41.2,4,NA,"2","1"
"1777","145","Lagonosticta rubricata","Lagonosticta",12,10.4,38.3,40,3.7,NA,"2","0"
"1778","145","Lagonosticta rufopicta","Lagonosticta",7.5,9,38.7,39.3,4.5,NA,"1",NA
"1779","145","Lagonosticta senegala","Lagonosticta",8.6,8.6,34.6,35.4,3.5,NA,"2","0"
"1780","145","Lagonosticta umbrinodorsalis","Lagonosticta",NA,NA,44.5,44.1,NA,NA,NA,NA
"1781","145","Lagonosticta virata","Lagonosticta",9.5,9.1,40.8,40.7,3.5,NA,"1","1"
"1782","8","Lagopus lagopus","Lagopus",555,635,110.7,122.6,7.5,"2","3","0"
"1783","8","Lagopus leucurus","Lagopus",351,359,96.3,105,5.21,"2","2",NA
"1784","8","Lagopus mutus","Lagopus",414,439,102.6,116.3,7.23,"2","3","1"
"1785","123","Lalage atrovirens","Lalage",NA,NA,NA,NA,NA,"2",NA,NA
"1786","123","Lalage tricolor","Lalage",NA,NA,NA,NA,NA,"2",NA,NA
"1787","48","Lampornis amethystinus","Lampornis",6,6.1,NA,NA,NA,NA,NA,NA
"1788","48","Lampornis castaneoventris","Lampornis",5.1,5.6,NA,NA,NA,NA,NA,NA
"1789","48","Lampornis clemenciae","Lampornis",6.4,8.1,70.9,75.9,2,NA,NA,NA
"1790","48","Lampornis viridipallens","Lampornis",4.5,6.2,NA,NA,NA,NA,NA,NA
"1791","48","Lamprolaima rhami","Lamprolaima",7,9.5,NA,NA,NA,NA,NA,NA
"1792","129","Lamprotornis acuticaudus","Lamprotornis",67.1,68.2,93.9,95.1,3,NA,NA,"1"
"1793","129","Lamprotornis australis","Lamprotornis",NA,NA,151,166,3,NA,NA,"1"
"1794","129","Lamprotornis caudatus","Lamprotornis",NA,NA,272,311,3.5,NA,"1","1"
"1795","129","Lamprotornis chalcurus","Lamprotornis",NA,63,82.2,84.4,NA,NA,NA,"1"
"1796","129","Lamprotornis chalybaeus","Lamprotornis",79.3,92.3,87.2,97.8,3.5,NA,NA,"1"
"1797","129","Lamprotornis chloropterus","Lamprotornis",63.5,65,68.9,72.2,4,NA,NA,"1"
"1798","129","Lamprotornis corruscus","Lamprotornis",49.2,56.2,79,82.3,2.9,NA,"4","1"
"1799","129","Lamprotornis cupreocauda","Lamprotornis",58.3,60.7,66.2,72.2,3,NA,NA,"1"
"1800","129","Lamprotornis hildebrandti","Lamprotornis",NA,NA,73.3,77,3.5,NA,NA,"2"
"1801","129","Lamprotornis mevesii","Lamprotornis",70.7,88.5,190,201,3.5,NA,NA,"1"
"1802","129","Lamprotornis nitens","Lamprotornis",88.7,88.5,85.6,88.3,2.8,NA,NA,"1"
"1803","129","Lamprotornis ornatus","Lamprotornis",NA,NA,103,115,NA,NA,NA,"1"
"1804","129","Lamprotornis pulcher","Lamprotornis",66.6,68,66.1,67.5,4,"2",NA,NA
"1805","129","Lamprotornis purpureiceps","Lamprotornis",60,66.5,63.4,65.2,NA,NA,NA,"1"
"1806","129","Lamprotornis purpureus","Lamprotornis",83,NA,83.7,149,2.5,NA,NA,"0"
"1807","129","Lamprotornis purpuropterus","Lamprotornis",71.6,83.7,158,151,2.5,NA,NA,"1"
"1808","129","Lamprotornis shelleyi","Lamprotornis",45,NA,75.4,80,5,NA,NA,"1"
"1809","129","Lamprotornis splendidus","Lamprotornis",117.5,133,110,120,2.5,NA,"5","0"
"1810","129","Lamprotornis superbus","Lamprotornis",60.6,70.4,69.9,70.8,3.5,NA,NA,"0"
"1811","123","Laniarius aethiopicus","Laniarius",42.5,55.8,92,94.5,2.5,NA,"2","1"
"1812","123","Laniarius amboimensis","Laniarius",NA,NA,82.5,85,NA,NA,NA,"0"
"1813","123","Laniarius atrococcineus","Laniarius",NA,NA,NA,98,2.8,NA,"4","2"
"1814","123","Laniarius atroflavus","Laniarius",NA,NA,73.3,72.3,2,NA,NA,"1"
"1815","123","Laniarius barbarus","Laniarius",NA,NA,106,105,2,NA,"4","1"
"1816","123","Laniarius bicolor","Laniarius",52.1,53.3,101,103,2,NA,NA,"1"
"1817","123","Laniarius brauni","Laniarius",54,55,82,84,NA,NA,NA,NA
"1818","123","Laniarius erythrogaster","Laniarius",NA,NA,91.1,95.2,2,NA,NA,"1"
"1819","123","Laniarius ferrugineus","Laniarius",57.5,60.2,NA,NA,2.5,NA,"2","1"
"1820","123","Laniarius fuelleborni","Laniarius",42.5,44,77.2,77.1,1.5,NA,NA,"1"
"1821","123","Laniarius funebris","Laniarius",37.1,41.6,87,85.3,2.1,NA,"2","1"
"1822","123","Laniarius leucorhynchus","Laniarius",45,53.5,77.7,82,2,NA,NA,"1"
"1823","123","Laniarius luehderi","Laniarius",40.8,43.5,74,82,1.5,NA,NA,"1"
"1824","123","Laniarius mufumbiri","Laniarius",NA,45.5,75.7,NA,NA,NA,NA,"2"
"1825","123","Laniarius poensis","Laniarius",NA,NA,68.1,71,2,NA,NA,"1"
"1826","123","Laniarius ruficeps","Laniarius",30.5,35,72.5,77.1,3,NA,NA,"0"
"1827","123","Laniarius turatii","Laniarius",NA,NA,86.3,91.3,2,NA,NA,"1"
"1828","105","Laniocera rufescens","Laniocera",NA,49,NA,NA,NA,"5",NA,NA
"1829","123","Lanioturdus torquatus","Lanioturdus",NA,NA,NA,NA,2.4,NA,"4","1"
"1830","121","Lanius cabanisi","Lanius",72,77.3,NA,NA,3,NA,NA,"1"
"1831","121","Lanius collaris","Lanius",39.8,41.8,NA,NA,3,"2","3","2"
"1832","121","Lanius collurio","Lanius",32.5,28.9,74.1,76.5,5,NA,"5","1"
"1833","121","Lanius cristatus","Lanius",33.1,34.5,82.1,84.5,NA,"2",NA,NA
"1834","121","Lanius dorsalis","Lanius",56,56.3,NA,NA,3.5,NA,NA,"1"
"1835","121","Lanius excubitor","Lanius",NA,NA,107.5,109.1,5.5,NA,"4","1"
"1836","121","Lanius excubitoroides","Lanius",52.2,55.3,137,139,2.8,NA,"1","1"
"1837","121","Lanius gubernator","Lanius",NA,NA,NA,NA,NA,NA,NA,"1"
"1838","121","Lanius isabellinus","Lanius",30.2,31.5,80.1,80.6,NA,NA,NA,"1"
"1839","121","Lanius ludovicianus","Lanius",NA,NA,NA,98.9,5.4,NA,NA,NA
"1840","121","Lanius mackinnoni","Lanius",35.3,33.3,98,100.5,2.5,NA,NA,"2"
"1841","121","Lanius minor","Lanius",47.2,45.9,90.4,91.4,5.5,NA,"3",NA
"1842","121","Lanius newtoni","Lanius",NA,NA,107.5,114,NA,NA,NA,"2"
"1843","121","Lanius nubicus","Lanius",24,21.6,86.3,86.6,5.5,NA,"1","1"
"1844","121","Lanius schach","Lanius",33,38,105.9,111.2,NA,"2",NA,NA
"1845","121","Lanius senator","Lanius",37.4,34.6,78.4,78,4.9,NA,"3","1"
"1846","121","Lanius somalicus","Lanius",56,56.3,NA,NA,4,NA,NA,"2"
"1847","121","Lanius souzae","Lanius",25.7,27,79.5,81.6,2.6,NA,NA,"1"
"1848","82","Larosterna inca","Larosterna",NA,NA,NA,NA,NA,NA,NA,NA
"1849","82","Larus argentatus","Larus",813,977,169,179,2.6,"2","1","1"
"1850","82","Larus atricilla","Larus",306,294,114,121,2.51,NA,NA,NA
"1851","82","Larus audouinii","Larus",NA,NA,144,149,2.49,NA,"3","0"
"1852","82","Larus bulleri","Larus",218,243,103.2,108.1,1.85,NA,"1","0"
"1853","82","Larus cachinnans","Larus",1033,1275,NA,NA,NA,NA,NA,NA
"1854","82","Larus californicus","Larus",710,841,NA,NA,2.1,"2",NA,NA
"1855","82","Larus canus","Larus",360,413,129,139,2.8,"2","1","0"
"1856","82","Larus cirrocephalus","Larus",297,352,118,124,2.42,NA,NA,NA
"1857","82","Larus crassirostris","Larus",522,591,NA,NA,NA,NA,NA,NA
"1858","82","Larus delawarensis","Larus",471,566,131,138.1,2.88,"3",NA,NA
"1859","82","Larus dominicanus","Larus",935.3,1080.7,154.3,169.8,2.35,"2","1","1"
"1860","82","Larus fuscus","Larus",755,880,147,158,2.71,"2",NA,NA
"1861","82","Larus genei","Larus",236,275,110,118,2,NA,NA,NA
"1862","82","Larus glaucescens","Larus",946.1,1180,174.2,180.6,2.7,"2",NA,NA
"1863","82","Larus glaucoides","Larus",NA,NA,167,172,2.25,NA,NA,NA
"1864","82","Larus hartlaubii","Larus",NA,NA,105,107,1.8,NA,NA,NA
"1865","82","Larus heermanni","Larus",NA,NA,138.2,142.3,1.52,NA,NA,NA
"1866","82","Larus hemprichii","Larus",461,558,119,126,2.42,NA,NA,NA
"1867","82","Larus hyperboreus","Larus",1249,1576,190,198,2.57,NA,NA,NA
"1868","82","Larus ichthyaetus","Larus",1143,1245,181,195,2.11,NA,NA,NA
"1869","82","Larus leucophthalmus","Larus",303,357,115,124,2.5,NA,NA,NA
"1870","82","Larus livens","Larus",NA,NA,NA,NA,2.63,NA,NA,NA
"1871","82","Larus marinus","Larus",1407,1806,181,195,2.8,"2",NA,NA
"1872","82","Larus melanocephalus","Larus",NA,NA,120,121,3,NA,NA,NA
"1873","82","Larus minutus","Larus",98,99,85.5,88.7,2.75,NA,NA,NA
"1874","82","Larus modestus","Larus",NA,NA,NA,NA,NA,NA,NA,NA
"1875","82","Larus novaehollandiae","Larus",264,313,NA,NA,2.05,"2","1","1"
"1876","82","Larus occidentalis","Larus",799.8,973,NA,NA,3,NA,NA,NA
"1877","82","Larus pacificus","Larus",1077,1550,NA,NA,2.2,"2",NA,"0"
"1878","82","Larus philadelphia","Larus",170,189,99,102,2.58,NA,NA,NA
"1879","82","Larus pipixcan","Larus",279,281,97,103,2.5,NA,NA,NA
"1880","82","Larus relictus","Larus",463,519,NA,NA,NA,NA,NA,NA
"1881","82","Larus ridibundus","Larus",267,294,229.3,224.8,2.54,NA,"3","0"
"1882","69","Laterallus jamaicensis","Laterallus",36.2,34.6,33.3,31.4,6.58,NA,NA,NA
"1883","45","Lathamus discolor","Lathamus",64.6,64.7,113.9,126.1,4.45,"2","3","0"
"1884","105","Legatus leucophaius","Legatus",NA,23,NA,NA,NA,"2",NA,NA
"1885","7","Leipoa ocellata","Leipoa",1830,2040,NA,NA,18.6,"2","1","1"
"1886","96","Leptoptilos crumeniferus","Leptoptilos",5700,7100,28.2,32.3,2.4,NA,NA,NA
"1887","60","Leptotila verreauxi","Leptotila",113,124,NA,97.3,2,NA,NA,NA
"1888","48","Lesbia nuna","Lesbia",3.6,3.9,NA,NA,NA,NA,NA,NA
"1889","48","Lesbia victoriae","Lesbia",4.5,5.1,NA,NA,NA,NA,NA,NA
"1890","48","Leucippus baeri","Leucippus",4.2,4.4,NA,NA,NA,NA,NA,NA
"1891","48","Leucippus chlorocercus","Leucippus",4.8,5.3,NA,NA,NA,NA,NA,NA
"1892","48","Leucippus taczanowskii","Leucippus",6,7.2,NA,NA,NA,NA,NA,NA
"1893","60","Leucosarcia melanoleuca","Leucosarcia",448.3,410,140.4,140.7,2,NA,"1","0"
"1894","146","Leucosticte arctoa","Leucosticte",NA,NA,NA,NA,NA,"2",NA,NA
"1895","146","Leucosticte atrata","Leucosticte",25.4,25.1,64.3,68.1,4.68,NA,NA,NA
"1896","146","Leucosticte australis","Leucosticte",29.2,24.8,66.1,70.4,4.18,NA,NA,NA
"1897","146","Leucosticte tephrocotis","Leucosticte",23.6,24.1,66.2,69.9,4.3,NA,NA,NA
"1898","69","Lewinia pectoralis","Lewinia",75.4,80.8,NA,NA,NA,"2",NA,NA
"1899","115","Lichenostomus chrysops","Lichenostomus",16.6,17.6,69.6,73.5,2.35,"2",NA,"1"
"1900","115","Lichenostomus cratitius","Lichenostomus",18.9,21.9,NA,NA,2,"2",NA,"1"
"1901","115","Lichenostomus fasciogularis","Lichenostomus",25.2,28.5,82.7,84.6,2,NA,NA,NA
"1902","115","Lichenostomus flavescens","Lichenostomus",12,12.9,NA,NA,1.6,"2","4","0"
"1903","115","Lichenostomus flavicollis","Lichenostomus",27.6,33.1,96,102.2,2.4,"4","4","1"
"1904","115","Lichenostomus flavus","Lichenostomus",21.4,23.4,NA,NA,1.82,"2",NA,"1"
"1905","115","Lichenostomus frenatus","Lichenostomus",30.4,36.9,NA,NA,2,NA,"3","0"
"1906","115","Lichenostomus fuscus","Lichenostomus",16.2,19.3,NA,NA,2.4,"2","3","1"
"1907","115","Lichenostomus hindwoodi","Lichenostomus",21.4,24.5,NA,NA,2,NA,NA,"0"
"1908","115","Lichenostomus keartlandi","Lichenostomus",14.8,15.7,NA,NA,2,NA,NA,"0"
"1909","115","Lichenostomus leucotis","Lichenostomus",19.9,26.2,84.4,95.2,2.09,"2","1","2"
"1910","115","Lichenostomus melanops","Lichenostomus",30.6,34.1,85.2,89.9,2,"2",NA,"2"
"1911","115","Lichenostomus ornatus","Lichenostomus",16.9,18.4,71.8,75.2,2.09,"2","4","1"
"1912","115","Lichenostomus penicillatus","Lichenostomus",18.2,20.6,NA,NA,2.31,"2","4","1"
"1913","115","Lichenostomus plumulus","Lichenostomus",14.5,15.8,NA,NA,2,NA,"3",NA
"1914","115","Lichenostomus unicolor","Lichenostomus",29.1,32.4,78.8,86.6,2,"2","1","1"
"1915","115","Lichenostomus versicolor","Lichenostomus",32.8,35.5,86.7,91.2,2,NA,NA,NA
"1916","115","Lichenostomus virescens","Lichenostomus",24.9,28.2,83.6,88.1,2.29,"2","4","1"
"1917","115","Lichmera indistincta","Lichmera",9,10.9,50.7,55.1,1.96,NA,"4","1"
"1918","74","Limicola falcinellus","Limicola",NA,NA,38.1,36.7,4,NA,NA,NA
"1919","74","Limnodromus griseus","Limnodromus",116,111,NA,NA,3.98,"2",NA,NA
"1920","74","Limnodromus scolopaceus","Limnodromus",109,100,NA,NA,3.9,"2",NA,NA
"1921","74","Limnodromus semipalmatus","Limnodromus",NA,NA,64,65.5,NA,NA,NA,NA
"1922","146","Limnothlypis swainsonii","Limnothlypis",12.7,13.6,49.4,49.1,3.3,"2",NA,NA
"1923","74","Limosa fedoa","Limosa",421,320,88,85.1,3.95,"2",NA,NA
"1924","74","Limosa haemastica","Limosa",289,222,77.5,74.6,3.88,"2",NA,NA
"1925","74","Limosa lapponica","Limosa",354,313,76.5,75,3.72,"2",NA,NA
"1926","74","Limosa limosa","Limosa",315,264,70.1,71.3,3.86,"2","5","0"
"1927","146","Linurgus olivaceus","Linurgus",24,22.7,48.4,49.6,2.5,NA,NA,"1"
"1928","140","Lioptilus nigricapillus","Lioptilus",NA,NA,NA,NA,2,NA,NA,"1"
"1929","123","Loboparadisea sericea","Loboparadisea",NA,NA,NA,NA,NA,"5",NA,NA
"1930","140","Locustella certhiola","Locustella",14.5,15.5,NA,NA,NA,NA,NA,NA
"1931","140","Locustella fasciolata","Locustella",26.7,27.6,NA,NA,NA,NA,NA,NA
"1932","140","Locustella fluviatilis","Locustella",18.7,18.9,58,59,NA,NA,NA,"1"
"1933","140","Locustella lanceolata","Locustella",11.1,11.8,NA,NA,NA,NA,NA,NA
"1934","140","Locustella luscinioides","Locustella",14.7,14.8,57.2,58.8,4.5,NA,"2","1"
"1935","140","Locustella naevia","Locustella",11.7,11.9,53.7,55.6,NA,NA,NA,"1"
"1936","145","Lonchura bicolor","Lonchura",8.6,9.1,NA,NA,NA,NA,NA,NA
"1937","145","Lonchura caniceps","Lonchura",NA,NA,NA,NA,NA,"2",NA,NA
"1938","145","Lonchura cantans","Lonchura",NA,NA,NA,NA,NA,NA,NA,NA
"1939","145","Lonchura castaneothorax","Lonchura",NA,NA,NA,NA,NA,"2",NA,NA
"1940","145","Lonchura cucullata","Lonchura",NA,NA,NA,NA,NA,NA,NA,NA
"1941","145","Lonchura fringilloides","Lonchura",15.3,16,NA,NA,NA,NA,NA,NA
"1942","145","Lonchura grandis","Lonchura",NA,NA,NA,NA,NA,"2",NA,NA
"1943","145","Lonchura griseicapilla","Lonchura",NA,NA,NA,NA,NA,NA,NA,NA
"1944","145","Lonchura punctulata","Lonchura",NA,NA,NA,NA,NA,"4",NA,NA
"1945","145","Lonchura spectabilis","Lonchura",NA,NA,NA,NA,NA,"2",NA,NA
"1946","145","Lonchura striata","Lonchura",NA,NA,NA,NA,NA,"2",NA,NA
"1947","145","Lonchura tristissima","Lonchura",NA,NA,NA,NA,NA,"2",NA,NA
"1948","83","Lophaetus occipitalis","Lophaetus",1445,1137.5,137.5,196,1.56,NA,NA,NA
"1949","14","Lophodytes cucullatus","Lophodytes",540,680,NA,NA,NA,NA,NA,NA
"1950","60","Lopholaimus antarcticus","Lopholaimus",522,472,170.3,173.7,1,NA,"3","0"
"1951","123","Lophorina superba","Lophorina",NA,NA,NA,NA,NA,"5",NA,NA
"1952","8","Lophura leucomelanos","Lophura",794,995,NA,NA,NA,"4",NA,NA
"1953","146","Loxia curvirostra","Loxia",40.5,41.2,54.6,58.2,3.3,"2","3","0"
"1954","146","Loxia leucoptera","Loxia",31.6,34,58.5,61.1,4,"2","3","0"
"1955","146","Loxia pytyopsittacus","Loxia",53.8,55,60.7,64.7,3.79,NA,"4","0"
"1956","146","Loxia scotica","Loxia",41.8,44.6,NA,NA,3.5,NA,"3","1"
"1957","146","Loxioides bailleui","Loxioides",37.6,38.1,63.6,65.6,2,NA,NA,NA
"1958","146","Loxops caeruleirostris","Loxops",11.2,10.7,51.1,51.6,2,NA,NA,NA
"1959","146","Loxops coccineus","Loxops",10.4,10.6,46.9,43.7,1.65,NA,NA,NA
"1960","141","Lullula arborea","Lullula",26.3,27.4,48.5,51.5,3.97,NA,NA,NA
"1961","128","Luscinia calliope","Luscinia",22.5,26.9,56.2,60.4,5,NA,"1","1"
"1962","128","Luscinia cyane","Luscinia",13.5,15.8,46.2,47.1,NA,NA,NA,NA
"1963","128","Luscinia luscinia","Luscinia",25.5,24.5,63.1,65.6,4.8,NA,"2","1"
"1964","128","Luscinia megarhynchos","Luscinia",19.4,20.9,62.1,64.5,4.78,NA,"3","1"
"1965","128","Luscinia svecica","Luscinia",18.3,18.2,51.5,54,5.8,"2","3","1"
"1966","19","Lybius bidentatus","Lybius",80.5,NA,76.8,77.6,3,NA,NA,NA
"1967","19","Lybius chaplini","Lybius",NA,NA,57.9,55,3,NA,NA,NA
"1968","19","Lybius dubius","Lybius",87.6,92,84.8,84,2,NA,NA,NA
"1969","19","Lybius guifsobalito","Lybius",41.7,41.5,48.3,48.5,3,NA,NA,NA
"1970","19","Lybius leucocephalus","Lybius",61.8,63.8,53.4,52.8,2,NA,NA,NA
"1971","19","Lybius melanopterus","Lybius",NA,41,64.1,63.3,NA,NA,NA,NA
"1972","19","Lybius minor","Lybius",NA,57,71.3,69.7,4,NA,NA,NA
"1973","19","Lybius rolleti","Lybius",NA,NA,81.5,81.5,NA,NA,NA,NA
"1974","19","Lybius rubrifacies","Lybius",NA,NA,53.5,51.8,NA,NA,NA,NA
"1975","19","Lybius torquatus","Lybius",NA,NA,56.3,57.2,3.5,NA,NA,NA
"1976","19","Lybius undatus","Lybius",38,24.2,45.6,45.4,NA,NA,NA,NA
"1977","19","Lybius vieilloti","Lybius",NA,NA,44,42.4,2.5,NA,NA,NA
"1978","74","Lymnocryptes minimus","Lymnocryptes",46.7,53.7,48.7,46.8,4,NA,NA,NA
"1979","83","Macheiramphus alcinus","Macheiramphus",NA,NA,NA,NA,1.5,NA,NA,NA
"1980","58","Macrodipteryx longipennis","Macrodipteryx",48.5,40.7,108,110,2,NA,NA,NA
"1981","58","Macrodipteryx vexillarius","Macrodipteryx",77.1,67.7,127,143,2,NA,NA,NA
"1982","100","Macronectes giganteus","Macronectes",4220,5140,173,182,1,"2","3","0"
"1983","100","Macronectes halli","Macronectes",3724,4902,175,180,1,"2","3","0"
"1984","145","Macronyx ameliae","Macronyx",32.6,34.4,NA,NA,NA,NA,NA,NA
"1985","145","Macronyx aurantiigula","Macronyx",42.3,36.6,NA,NA,NA,NA,NA,NA
"1986","145","Macronyx capensis","Macronyx",47.7,52.5,NA,NA,NA,NA,NA,NA
"1987","145","Macronyx croceus","Macronyx",48,49.2,NA,NA,NA,NA,NA,NA
"1988","145","Macronyx flavicollis","Macronyx",NA,NA,NA,NA,NA,NA,NA,NA
"1989","145","Macronyx fuellebornii","Macronyx",52.6,57.9,NA,NA,NA,NA,NA,NA
"1990","145","Macronyx grimwoodi","Macronyx",NA,NA,NA,NA,NA,NA,NA,NA
"1991","60","Macropygia amboinensis","Macropygia",233,240,203.2,207.9,1.17,NA,"3",NA
"1992","140","Macrosphenus concolor","Macrosphenus",13.9,13.9,37.6,40.4,NA,NA,NA,"2"
"1993","140","Macrosphenus flavicans","Macrosphenus",12.5,14.3,36.2,43.9,NA,NA,NA,"2"
"1994","140","Macrosphenus kempi","Macrosphenus",11.9,13.4,29.8,33.6,NA,NA,NA,"2"
"1995","140","Macrosphenus kretschmeri","Macrosphenus",17.5,21.3,61.3,63.8,NA,NA,NA,"1"
"1996","123","Malaconotus blanchoti","Malaconotus",75.8,77.7,NA,NA,2.9,NA,"3","1"
"1997","123","Malaconotus cruentus","Malaconotus",75,72.1,NA,NA,3,NA,NA,"2"
"1998","123","Malaconotus gladiator","Malaconotus",NA,NA,NA,113,NA,NA,NA,"1"
"1999","123","Malaconotus lagdeni","Malaconotus",NA,84,NA,100,2,NA,NA,NA
"2000","14","Malacorhynchus membranaceus","Malacorhynchus",344,404,61.4,60.8,7.24,"2","1","0"
"2001","138","Malcorus pectoralis","Malcorus",9.6,10.7,67,74,3.82,NA,"1","2"
"2002","145","Malimbus ballmanni","Malimbus",NA,NA,62,60.5,NA,NA,"1",NA
"2003","145","Malimbus cassini","Malimbus",NA,NA,53.4,51.9,2,NA,NA,"0"
"2004","145","Malimbus coronatus","Malimbus",NA,NA,53.2,53.1,2,NA,"2","1"
"2005","145","Malimbus erythrogaster","Malimbus",NA,NA,52.5,52.5,NA,NA,NA,NA
"2006","145","Malimbus ibadanensis","Malimbus",36.3,41.8,52,54,1.5,NA,NA,"2"
"2007","145","Malimbus malimbicus","Malimbus",32,36,52.8,58,1.5,NA,NA,NA
"2008","145","Malimbus nitens","Malimbus",33.6,42.6,52.5,56.4,1.92,NA,"1","0"
"2009","145","Malimbus racheliae","Malimbus",NA,NA,45.4,46.2,NA,NA,NA,"1"
"2010","145","Malimbus rubricollis","Malimbus",54,60,61.8,63.9,2,NA,NA,"2"
